"fieldId","btId","type","name","nameLabel","descriptionLabel","parentNodeId","maxLength","privacyCode","xpathAbsolute","businessEntityId"
"BT-733-LotsGroup","BT-733","text-multilingual","Award Criteria Order Justification","Justification for not indicating the weighting of the award criteria","The justification for only indicating the award criteria's order of importance, not their weighing.","ND-LotsGroupAwardCriteria","6000","awa-cri-ord","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cbc:Description","groupOfLots"
"BT-733-LotsGroup-Language","BT-733","code","Award Criteria Order Justification Language","Justification for not indicating the weighting of the award criteria","The justification for only indicating the award criteria's order of importance, not their weighing.","ND-LotsGroupAwardCriteria","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cbc:Description/@languageID","groupOfLots"
"BT-734-Lot","BT-734","text-multilingual","Award Criterion Name","Name","The name of the award criterion.","ND-LotAwardCriterion","400","awa-cri-nam","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Name","lot"
"BT-734-Lot-Language","BT-734","code","Award Criterion Name Language","Name","The name of the award criterion.","ND-LotAwardCriterion","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Name/@languageID","lot"
"BT-734-LotsGroup","BT-734","text-multilingual","Award Criterion Name","Name","The name of the award criterion.","ND-LotsGroupAwardCriterion","400","awa-cri-nam","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Name","groupOfLots"
"BT-734-LotsGroup-Language","BT-734","code","Award Criterion Name Language","Name","The name of the award criterion.","ND-LotsGroupAwardCriterion","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/cbc:Name/@languageID","groupOfLots"
"BT-735-Lot","BT-735","code","CVD Contract Type","The CVD legal basis to establish which category of procurement procedure applies","The CVD legal basis to establish which category of contract types (purchase, lease, rent, hired-purchase, public service contracts and service contracts according to table 1 CVD) applies.","ND-StrategicProcurementInformationLot","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:StrategicProcurement[efbc:ApplicableLegalBasis/@listName='cvd-scope']/efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode","lot"
"BT-735-Lot-List","BT-735","text","CVD Contract Type Listname","The CVD legal basis to establish which category of procurement procedure applies","The CVD legal basis to establish which category of contract types (purchase, lease, rent, hired-purchase, public service contracts and service contracts according to table 1 CVD) applies.","ND-StrategicProcurementInformationLot","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:StrategicProcurement[efbc:ApplicableLegalBasis/@listName='cvd-scope']/efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode/@listName","lot"
"BT-735-LotResult","BT-735","code","CVD Contract Type","The CVD legal basis to establish which category of procurement procedure applies","The CVD legal basis to establish which category of contract types (purchase, lease, rent, hired-purchase, public service contracts and service contracts according to table 1 CVD) applies.","ND-StrategicProcurementInformationLotResult","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:StrategicProcurement[efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode/@listName='cvd-contract-type']/efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode","resultForLot"
"BT-735-LotResult-List","BT-735","text","CVD Contract Type Listname","The CVD legal basis to establish which category of procurement procedure applies","The CVD legal basis to establish which category of contract types (purchase, lease, rent, hired-purchase, public service contracts and service contracts according to table 1 CVD) applies.","ND-StrategicProcurementInformationLotResult","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:StrategicProcurement[efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode/@listName='cvd-contract-type']/efac:StrategicProcurementInformation/efbc:ProcurementCategoryCode/@listName","resultForLot"
"BT-736-Lot","BT-736","code","Reserved Execution","The execution of the contract must be performed within the framework of sheltered employment programmes","Whether the execution of the contract must be performed in the framework of sheltered employment programmes.","ND-LotReservedExecution","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='reserved-execution']/cbc:ExecutionRequirementCode","lot"
"BT-736-Lot-List","BT-736","text","Reserved Execution Listname","The execution of the contract must be performed within the framework of sheltered employment programmes","Whether the execution of the contract must be performed in the framework of sheltered employment programmes.","ND-LotReservedExecution","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='reserved-execution']/cbc:ExecutionRequirementCode/@listName","lot"
"BT-736-Part","BT-736","code","Reserved Execution","The execution of the contract must be performed within the framework of sheltered employment programmes","Whether the execution of the contract must be performed in the framework of sheltered employment programmes.","ND-PartReservedExecution","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='reserved-execution']/cbc:ExecutionRequirementCode","part"
"BT-736-Part-List","BT-736","text","Reserved Execution Listname","The execution of the contract must be performed within the framework of sheltered employment programmes","Whether the execution of the contract must be performed in the framework of sheltered employment programmes.","ND-PartReservedExecution","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='reserved-execution']/cbc:ExecutionRequirementCode/@listName","part"
"BT-737-Lot","BT-737","code","Documents Unofficial Language","Languages in which the procurement documents (or their parts) are unofficially available","The language(s) in which the procurement documents (or their parts) are unofficially available. These linguistic versions are not an official translation, they are provided only for information.","ND-LotDocNonOfficialLanguage","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:CallForTendersDocumentReference/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NonOfficialLanguages/cac:Language/cbc:ID","lot"
"BT-737-Part","BT-737","code","Documents Unofficial Language","Languages in which the procurement documents (or their parts) are unofficially available","The language(s) in which the procurement documents (or their parts) are unofficially available. These linguistic versions are not an official translation, they are provided only for information.","ND-PartDocNonOfficialLanguage","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingTerms/cac:CallForTendersDocumentReference/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NonOfficialLanguages/cac:Language/cbc:ID","part"
"BT-738-notice","BT-738","date","Notice Preferred Publication Date","Preferred publication date","The preferred date of publication of the notice on TED (e.g. to avoid publication during a national holiday).","ND-Root","NULL","NULL","/*/cbc:RequestedPublicationDate","noticeInformation"
"BT-739-Business","BT-739","phone","Fax","Fax","The fax number for contacting the organisation. To avoid unnecessary processing of personal data, the fax number shall allow the identification of a physical person only when necessary (in the sense of the Regulation (EU) 2016/679 and Regulation (EU) 2018/1725).","ND-BusinessContact","30","NULL","/*/cac:BusinessParty/cac:Contact/cbc:Telefax","euBusiness"
"BT-739-Organization-Company","BT-739","phone","Organisation Contact Fax","Fax","The fax number for contacting the organisation. To avoid unnecessary processing of personal data, the fax number shall allow the identification of a physical person only when necessary (in the sense of the Regulation (EU) 2016/679 and Regulation (EU) 2018/1725).","ND-CompanyContact","30","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Organizations/efac:Organization/efac:Company/cac:Contact/cbc:Telefax","organization"
"BT-739-Organization-TouchPoint","BT-739","phone","Contact Fax","Fax","The fax number for contacting the organisation. To avoid unnecessary processing of personal data, the fax number shall allow the identification of a physical person only when necessary (in the sense of the Regulation (EU) 2016/679 and Regulation (EU) 2018/1725).","ND-TouchpointContact","30","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Organizations/efac:Organization/efac:TouchPoint/cac:Contact/cbc:Telefax","touchpoint"
"BT-739-UBO","BT-739","phone","UBO Contact Fax","Fax","The fax number for contacting the organisation. To avoid unnecessary processing of personal data, the fax number shall allow the identification of a physical person only when necessary (in the sense of the Regulation (EU) 2016/679 and Regulation (EU) 2018/1725).","ND-UBOContact","30","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Organizations/efac:UltimateBeneficialOwner/cac:Contact/cbc:Telefax","ultimateBeneficialOwner"
"BT-740-Procedure-Buyer","BT-740","code","Buyer Contracting Entity","The buyer is a contracting entity","The buyer is a contracting entity.","ND-ContractingParty","NULL","NULL","/*/cac:ContractingParty/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-contracting-type']","buyer"
"BT-740-Procedure-Buyer-List","BT-740","text","Buyer Contracting Entity Listname","The buyer is a contracting entity","The buyer is a contracting entity.","ND-ContractingParty","NULL","NULL","/*/cac:ContractingParty/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-contracting-type']/@listName","buyer"
"BT-743-Lot","BT-743","code","Electronic Invoicing","Electronic invoicing","Whether the buyer will require, allow or not allow electronic invoices.","ND-LotEInvoicing","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='einvoicing']/cbc:ExecutionRequirementCode","lot"
"BT-743-Lot-List","BT-743","text","Electronic Invoicing Listname","Electronic invoicing","Whether the buyer will require, allow or not allow electronic invoices.","ND-LotEInvoicing","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='einvoicing']/cbc:ExecutionRequirementCode/@listName","lot"
"BT-744-Lot","BT-744","code","Submission Electronic Signature","Advanced or qualified electronic signature or seal (as defined in Regulation (EU) No 910/2014) is required","Advanced or qualified electronic signature or seal (as defined in European Parliament and Council Regulation (EU) No 910/2014) is required.","ND-LotESignature","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='esignature-submission']/cbc:ExecutionRequirementCode","lot"
"BT-744-Lot-List","BT-744","text","Submission Electronic Signature Listname","Advanced or qualified electronic signature or seal (as defined in Regulation (EU) No 910/2014) is required","Advanced or qualified electronic signature or seal (as defined in European Parliament and Council Regulation (EU) No 910/2014) is required.","ND-LotESignature","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='esignature-submission']/cbc:ExecutionRequirementCode/@listName","lot"
"BT-745-Lot","BT-745","text-multilingual","Submission Nonelectronic Description","Description","The description of how to submit tenders, requests to participate, or expressions of interest non-electronically.","ND-NonEsubmission","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ProcessJustification/cbc:Description","lot"
"BT-745-Lot-Language","BT-745","code","Submission Nonelectronic Description Language","Description","The description of how to submit tenders, requests to participate, or expressions of interest non-electronically.","ND-NonEsubmission","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ProcessJustification/cbc:Description/@languageID","lot"
"BT-746-Organization","BT-746","indicator","Winner Listed","The winner is listed on a regulated market","The nationality (or nationalities) of the beneficiary owner(s) of the winner, tenderer, or subcontractor is not published in the register(s) established by Directive (EU) 2018/843, because the winner is listed on a regulated market (e.g. a stock exchange) that ensures adequate transparency in line with anti-money laundering legislation.","ND-Organization","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Organizations/efac:Organization/efbc:ListedOnRegulatedMarketIndicator","organization"
"BT-750-Lot","BT-750","text-multilingual","Selection Criteria Description","Description","The brief description of the selection criteria (or criterion), including minimum requirements, required information (e.g. self-declaration, documentation) and how the criteria or criterion will be used to select candidates to be invited for the second stage of the procedure (if a maximum number of candidates was set).","ND-SelectionCriteria","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:SelectionCriteria/cbc:Description","lot"
"BT-750-Lot-Language","BT-750","code","Selection Criteria Description Language","Description","The brief description of the selection criteria (or criterion), including minimum requirements, required information (e.g. self-declaration, documentation) and how the criteria or criterion will be used to select candidates to be invited for the second stage of the procedure (if a maximum number of candidates was set).","ND-SelectionCriteria","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:SelectionCriteria/cbc:Description/@languageID","lot"
"BT-751-Lot","BT-751","code","Guarantee Required","A guarantee is required","A guarantee is required.","ND-FinancialGuarantee","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:RequiredFinancialGuarantee/cbc:GuaranteeTypeCode[@listName='tender-guarantee-required']","lot"
"BT-751-Lot-List","BT-751","text","Guarantee Required Listname","A guarantee is required","A guarantee is required.","ND-FinancialGuarantee","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:RequiredFinancialGuarantee/cbc:GuaranteeTypeCode[@listName='tender-guarantee-required']/@listName","lot"
"BT-752-Lot-ThresholdNumber","BT-752","number","Selection Criteria Second Stage Invite Threshold Number","Selection criteria second stage invite number","A number linked to the selection criteria (or criterion).","ND-SecondStageThresholdCriterionParameter","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:SelectionCriteria/efac:CriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efbc:ParameterNumeric","lot"
"BT-752-Lot-WeightNumber","BT-752","number","Selection Criteria Second Stage Invite Weight Number","Selection criteria second stage invite number","A number linked to the selection criteria (or criterion).","ND-SecondStageWeightCriterionParameter","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:SelectionCriteria/efac:CriterionParameter[efbc:ParameterCode/@listName='number-weight']/efbc:ParameterNumeric","lot"
"BT-754-Lot","BT-754","code","Accessibility","The use of accessibility criteria for persons with disabilities in the technical specifications","The use of accessibility criteria for persons with disabilities in the technical specifications.","ND-AccessibilityJustification","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='accessibility']/cbc:ProcurementTypeCode","lot"
"BT-754-Lot-List","BT-754","text","Accessibility Listname","The use of accessibility criteria for persons with disabilities in the technical specifications","The use of accessibility criteria for persons with disabilities in the technical specifications.","ND-AccessibilityJustification","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='accessibility']/cbc:ProcurementTypeCode/@listName","lot"
"BT-755-Lot","BT-755","text-multilingual","Accessibility Justification","Justification","The justification for not including accessibility criteria even though the procurement is intended for use by natural persons.","ND-AccessibilityJustification","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='accessibility']/cbc:ProcurementType","lot"
"BT-755-Lot-Language","BT-755","code","Accessibility Justification Language","Justification","The justification for not including accessibility criteria even though the procurement is intended for use by natural persons.","ND-AccessibilityJustification","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='accessibility']/cbc:ProcurementType/@languageID","lot"
"BT-756-Procedure","BT-756","indicator","PIN Competition Termination","Call for competition is terminated","The prior information notice used as a call for competition (or a specific lot) is terminated. No further contracts, besides those published in this notice, will be awarded following this prior information notice used as a call for competition. This field can be used even if no contracts are awarded in the contract award notice.","ND-ProcedureTenderingProcess","NULL","NULL","/*/cac:TenderingProcess/cbc:TerminatedIndicator","procedure"
"BT-757-notice","BT-757","id","Notice Version","Notice version","The version of the notice. This helps, for example, to keep track of versions of notices or changes to notices before publication.","ND-Root","NULL","NULL","/*/cbc:VersionID","noticeInformation"
"BT-758-notice","BT-758","id","Change Notice Version Identifier","Version of the previous notice to be changed","The reference to the version of the previous notice that should be changed. This helps, for example, to keep track of versions of notices or changes to notices before publication.","ND-Changes","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Changes/efbc:ChangedNoticeIdentifier","changes"
"BT-759-LotResult","BT-759","number","Received Submissions Count","Number of tenders or requests to participate received","Number of tenders or requests to participate received. Tenders including variants or multiple tenders submitted (for one lot) by the same tenderer should be counted as one tender.","ND-ReceivedSubmissions","NULL","rec-sub-cou","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efbc:StatisticsNumeric","resultForLot"
"BT-760-LotResult","BT-760","code","Received Submissions Type","Type of received submissions","The type of tenders or requests to participate received. The total number of tenders received shall be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area shall also be given. All tenders shall be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender shall be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs).","ND-ReceivedSubmissions","NULL","rec-sub-typ","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode","resultForLot"
"BT-760-LotResult-List","BT-760","text","Received Submissions Type Listname","Type of received submissions","The type of tenders or requests to participate received. The total number of tenders received shall be given. When a notice does not fall under Directive 2009/81/EC and is not about social or other specific services, the number of tenders received from micro, small and medium enterprises; the number of tenders received from tenderers registered in other European Economic Area countries and the number of tenders received from tenderers registered in countries outside of the European Economic Area shall also be given. All tenders shall be counted, regardless of whether they are admissible or inadmissible. For tenders submitted by a group of tenderers (e.g. a consortium), the tender shall be counted in the relevant category (e.g. SME) if the majority of the work is expected to be done by tenderers which fall within this category (e.g. they are SMEs).","ND-ReceivedSubmissions","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotResult/efac:ReceivedSubmissionsStatistics/efbc:StatisticsCode/@listName","resultForLot"
"BT-761-Lot","BT-761","code","Tenderer Legal Form","A certain legal form must be taken by a group of tenderers that is awarded a contract","A certain legal form must be taken by a group of tenderers that is awarded a contract.","ND-TendererLegalForm","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cac:SpecificTendererRequirement)]/cbc:CompanyLegalFormCode","lot"
"BT-761-Lot-List","BT-761","text","Tenderer Legal Form Listname","A certain legal form must be taken by a group of tenderers that is awarded a contract","A certain legal form must be taken by a group of tenderers that is awarded a contract.","ND-TendererLegalForm","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cac:SpecificTendererRequirement)]/cbc:CompanyLegalFormCode/@listName","lot"
"BT-762-notice","BT-762","text-multilingual","Change Reason Description","Description","The description of the main reason for the change in the notice compared to the original notice.","ND-ChangeReason","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Changes/efac:ChangeReason/efbc:ReasonDescription","changes"
"BT-762-notice-Language","BT-762","code","Change Reason Description Language","Description","The description of the main reason for the change in the notice compared to the original notice.","ND-ChangeReason","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Changes/efac:ChangeReason/efbc:ReasonDescription/@languageID","changes"
"BT-763-Procedure","BT-763","code","Lots All Required","The tenderer must submit tenders for all lots","The tenderer must submit tenders for all lots.","ND-ProcedureTenderingProcess","NULL","NULL","/*/cac:TenderingProcess/cbc:PartPresentationCode","procedure"
"BT-763-Procedure-List","BT-763","text","Lots All Required Listname","The tenderer must submit tenders for all lots","The tenderer must submit tenders for all lots.","ND-ProcedureTenderingProcess","NULL","NULL","/*/cac:TenderingProcess/cbc:PartPresentationCode/@listName","procedure"
"BT-764-Lot","BT-764","code","Submission Electronic Catalogue","Electronic catalogue","Whether it is required, allowed or not allowed to submit (parts of) tenders as electronic catalogues.","ND-LotECatalog","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='ecatalog-submission']/cbc:ExecutionRequirementCode","lot"
"BT-764-Lot-List","BT-764","text","Submission Electronic Catalogue Listname","Electronic catalogue","Whether it is required, allowed or not allowed to submit (parts of) tenders as electronic catalogues.","ND-LotECatalog","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:ContractExecutionRequirement[cbc:ExecutionRequirementCode/@listName='ecatalog-submission']/cbc:ExecutionRequirementCode/@listName","lot"
"BT-765-Lot","BT-765","code","Framework Agreement","Framework agreement is involved","Whether a framework agreement with, without, or with and without the reopening of competition is involved.","ND-LotFAContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='framework-agreement']/cbc:ContractingSystemTypeCode","lot"
"BT-765-Lot-List","BT-765","text","Framework Agreement Listname","Framework agreement is involved","Whether a framework agreement with, without, or with and without the reopening of competition is involved.","ND-LotFAContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='framework-agreement']/cbc:ContractingSystemTypeCode/@listName","lot"
"BT-765-Part","BT-765","code","Framework Agreement","Framework agreement is involved","Whether a framework agreement with, without, or with and without the reopening of competition is involved.","ND-PartFAContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='framework-agreement']/cbc:ContractingSystemTypeCode","part"
"BT-765-Part-List","BT-765","text","Framework Agreement Listname","Framework agreement is involved","Whether a framework agreement with, without, or with and without the reopening of competition is involved.","ND-PartFAContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='framework-agreement']/cbc:ContractingSystemTypeCode/@listName","part"
"BT-766-Lot","BT-766","code","Dynamic Purchasing System","Dynamic purchasing system is involved","Whether a dynamic purchasing system is involved and, in case of central purchasing bodies, whether it may be used by buyers not listed in this notice.","ND-LotDPSContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='dps-usage']/cbc:ContractingSystemTypeCode","lot"
"BT-766-Lot-List","BT-766","text","Dynamic Purchasing System Listname","Dynamic purchasing system is involved","Whether a dynamic purchasing system is involved and, in case of central purchasing bodies, whether it may be used by buyers not listed in this notice.","ND-LotDPSContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='dps-usage']/cbc:ContractingSystemTypeCode/@listName","lot"
"BT-766-Part","BT-766","code","Dynamic Purchasing System","Dynamic purchasing system is involved","Whether a dynamic purchasing system is involved and, in case of central purchasing bodies, whether it may be used by buyers not listed in this notice.","ND-PartDPSContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='dps-usage']/cbc:ContractingSystemTypeCode","part"
"BT-766-Part-List","BT-766","text","Dynamic Purchasing System Listname","Dynamic purchasing system is involved","Whether a dynamic purchasing system is involved and, in case of central purchasing bodies, whether it may be used by buyers not listed in this notice.","ND-PartDPSContractingSystem","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Part']/cac:TenderingProcess/cac:ContractingSystem[cbc:ContractingSystemTypeCode/@listName='dps-usage']/cbc:ContractingSystemTypeCode/@listName","part"
"BT-767-Lot","BT-767","indicator","Electronic Auction","An electronic auction is used","An electronic auction is used.","ND-AuctionTerms","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingProcess/cac:AuctionTerms/cbc:AuctionConstraintIndicator","lot"
"BT-768-Contract","BT-768","indicator","Contract Framework Agreement","The contract is awarded within a framework agreement","The contract is awarded within a framework agreement.","ND-SettledContract","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:SettledContract/efbc:ContractFrameworkIndicator","contract"
"BT-769-Lot","BT-769","code","Multiple Tenders","Tenderers may submit more than one tender","Tenderers may submit more than one tender (for a given lot).","ND-LotTenderingTerms","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:MultipleTendersCode","lot"
"BT-769-Lot-List","BT-769","text","Multiple Tenders Listname","Tenderers may submit more than one tender","Tenderers may submit more than one tender (for a given lot).","ND-LotTenderingTerms","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cbc:MultipleTendersCode/@listName","lot"
